Id_Ciente;Nome;Conta N�;D�gito;Ag�ncia; Saldo ; Limite ;Id do Cart�o;N�mero do Cart�o; Limite do Cart�o ;News
103;Gabriella;1;15;9999;R$ 0;R$ 600,00;95;**** **** **** 1125;R$ 400;[{'id': 412, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 413, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1052, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Gabriella, todas estas questões, devidamente ponderadas, levantam dúvidas sobre se o entendimento das metas propostas faz parte de um processo de gerenciamento dos métodos utilizados na avaliação de resultados. '}]
104;Thaís;1;16;9999;R$ 0;R$ 700,00;96;**** **** **** 1126;R$ 200;[{'id': 414, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 415, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1053, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Thaís, desta maneira, o comprometimento entre as equipes pode nos levar a considerar a reestruturação das condições financeiras e administrativas exigidas. '}]
105;Camylle;1;17;9999;R$ 0;R$ 420,00;97;**** **** **** 1127;R$ 270;[{'id': 416, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 417, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1054, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Camylle, todas estas questões, devidamente ponderadas, levantam dúvidas sobre se a hegemonia do ambiente político possibilita uma melhor visão global das posturas dos órgãos dirigentes com relação às suas atribuições. '}]
106;Marcella;1;18;9999;R$ 0;R$ 4.200,00;98;**** **** **** 1128;R$ 2.700;[{'id': 418, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 419, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1055, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Marcella, ainda assim, existem dúvidas a respeito de como a valorização de fatores subjetivos possibilita uma melhor visão global da gestão inovadora da qual fazemos parte. '}]
107;Ítalo;1;19;9999;R$ 0;R$ 200,00;99;**** **** **** 1129;R$ 700;[{'id': 420, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 421, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1056, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Ítalo, é claro que o surgimento do comércio virtual afeta positivamente a correta previsão das formas de ação. '}, {'id': 1477, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista agora e garanta seu futuro financeiro!'}]
108;Douglas;1;20;9999;R$ 0;R$ 100,00;100;**** **** **** 1130;R$ 600;[{'id': 422, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 423, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1057, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Douglas, o incentivo ao avanço tecnológico, assim como o desafiador cenário globalizado oferece uma interessante oportunidade para verificação dos índices pretendidos. '}]
109;Kauã;1;21;9999;R$ 0;R$ 210,00;101;**** **** **** 1131;R$ 650;[{'id': 424, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 425, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1058, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Kauã, não obstante, o comprometimento entre as equipes exige a precisão e a definição dos índices pretendidos. '}]
110;Neymar JR;1;22;9999;R$ 0;R$ 2.200,00;102;**** **** **** 1132;R$ 9.900;[{'id': 426, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 427, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1059, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Neymar JR, pensando mais a longo prazo, a percepção das dificuldades nos obriga à análise das condições financeiras e administrativas exigidas. '}]
111;L.Messi;1;23;9999;R$ 0;R$ 3.300,00;103;**** **** **** 1133;R$ 1.000;[{'id': 428, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 429, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1060, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'L.Messi, pensando mais a longo prazo, o desafiador cenário globalizado aponta para a melhoria de todos os recursos funcionais envolvidos. '}]
112;C.Ronaldo;1;24;9999;R$ 0;R$ 5.500,00;104;**** **** **** 1134;R$ 1.500;[{'id': 430, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 431, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1061, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'C.Ronaldo, percebemos, cada vez mais, que a percepção das dificuldades exige a precisão e a definição das regras de conduta normativas. '}]
113;Ronaldinho;1;25;9999;R$ 0;R$ 950,00;105;**** **** **** 1135;R$ 580;[{'id': 432, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 433, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1062, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Ronaldinho, por conseguinte, o surgimento do comércio virtual apresenta tendências no sentido de aprovar a manutenção das formas de ação. '}]
114;Linus;1;26;9999;R$ 0;R$ 1.000,00;106;**** **** **** 1136;R$ 980;[{'id': 434, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 435, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1063, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Linus, o incentivo ao avanço tecnológico, assim como a percepção das dificuldades garante a contribuição de um grupo importante na determinação do retorno esperado a longo prazo. '}]
115;Bruna Marquezine;1;27;9999;R$ 0;R$ 760,00;107;**** **** **** 1137;R$ 930;[{'id': 436, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 437, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1064, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Bruna Marquezine, todavia, a consolidação das estruturas exige a precisão e a definição do sistema de formação de quadros que corresponde às necessidades. '}]
116;Sueli;1;28;9999;R$ 0;R$ 410,00;108;**** **** **** 1138;R$ 340;[{'id': 438, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 439, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1065, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Sueli, assim mesmo, o julgamento imparcial das eventualidades ainda não demonstrou convincentemente que vai participar na mudança de todos os recursos funcionais envolvidos. '}]
117;Falvo;1;29;9999;R$ 0;R$ 4.110,00;109;**** **** **** 1139;R$ 3.420;[{'id': 440, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 441, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1066, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Falvo, pensando mais a longo prazo, a valorização de fatores subjetivos promove a alavancagem das direções preferenciais no sentido do progresso. '}]
118;Gustavo Guanabara;1;30;9999;R$ 0;R$ 3.110,00;110;**** **** **** 1140;R$ 2.420;[{'id': 442, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 443, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1067, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Gustavo Guanabara, desta maneira, a consulta aos diversos militantes desafia a capacidade de equalização dos conhecimentos estratégicos para atingir a excelência. '}]
121;Marcos;111;1;1;R$ 0;R$ 500,00;112;**** **** **** 9861;R$ 1.000;[{'id': 446, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 447, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1069, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Marcos, podemos já vislumbrar o modo pelo qual a mobilidade dos capitais internacionais é uma das consequências da gestão inovadora da qual fazemos parte. '}, {'id': 1299, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista hoje. Colha amanhã.'}]
122;Jorge;323;3;2;R$ 0;R$ 500,00;113;**** **** **** 1232;R$ 1.000;[{'id': 448, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 449, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1070, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Jorge, a nível organizacional, a estrutura atual da organização desafia a capacidade de equalização do investimento em reciclagem técnica. '}, {'id': 1300, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista no seu futuro financeiro!'}]
124;Marcio;1;1;1;R$ 0;R$ 500,00;115;N�o Possui Cart�o;R$ 0;[{'id': 450, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 451, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1071, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Marcio, o que temos que ter sempre em mente é que o surgimento do comércio virtual nos obriga à análise dos procedimentos normalmente adotados. '}]
125;Pablo;22;1;1;R$ 0;R$ 500,00;116;N�o Possui Cart�o;R$ 0;[{'id': 452, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 453, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1072, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Pablo, assim mesmo, o surgimento do comércio virtual afeta positivamente a correta previsão dos relacionamentos verticais entre as hierarquias. '}]
126;Joao;1;0;11;R$ 0;R$ 1.000,00;117;**** **** **** 1111;R$ 1.500;[{'id': 454, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 455, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1073, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Joao, podemos já vislumbrar o modo pelo qual a crescente influência da mídia agrega valor ao estabelecimento de alternativas às soluções ortodoxas. '}]
127;Carlos;11;2;11;R$ 0;R$ 1.000,00;118;**** **** **** 2121;R$ 1.500;[{'id': 456, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 457, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1074, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Carlos, neste sentido, a determinação clara de objetivos facilita a criação das direções preferenciais no sentido do progresso. '}]
128;Claudia;12;2;11;R$ 0;R$ 1.000,00;119;**** **** **** 2222;R$ 1.500;[{'id': 458, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 459, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1075, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Claudia, nunca é demais lembrar o peso e o significado destes problemas, uma vez que a estrutura atual da organização deve passar por modificações independentemente das condições financeiras e administrativas exigidas. '}]
129;Fernando;22;2;11;R$ 0;R$ 1.000,00;120;**** **** **** 2222;R$ 1.500;[{'id': 460, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 461, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1076, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Fernando, é claro que a necessidade de renovação processual prepara-nos para enfrentar situações atípicas decorrentes de alternativas às soluções ortodoxas. '}]
130;Jose;22;3;11;R$ 0;R$ 1.000,00;121;**** **** **** 2222;R$ 1.500;[{'id': 462, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 463, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1077, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Jose, caros amigos, a crescente influência da mídia talvez venha a ressaltar a relatividade do impacto na agilidade decisória. '}]
131;Diego;100001;1;1001;R$ 0;R$ 1.000,00;122;**** **** **** 7821;R$ 1.000;[{'id': 93, 'icon': 'string', 'description': 'string'}, {'id': 464, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 465, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1078, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Diego, por conseguinte, o consenso sobre a necessidade de qualificação faz parte de um processo de gerenciamento de alternativas às soluções ortodoxas. '}, {'id': 1450, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Diego, não deixe o seu dinheiro parado! Invista e faça ele trabalhar por você.'}]
133;Ingrid;10022;1;1001;R$ 0;R$ 1.000,00;124;**** **** **** 7891;R$ 1.000;[{'id': 95, 'icon': 'string', 'description': 'string'}, {'id': 466, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 467, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1079, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Ingrid, assim mesmo, a complexidade dos estudos efetuados talvez venha a ressaltar a relatividade das diversas correntes de pensamento. '}, {'id': 1451, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Ingrid, invista no seu futuro! 🌟'}]
